Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Requested Bld,Requested Room,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt
LAW TX937 A1,Tax Tru & Fiduc,Cushing,2,Independent,0,75,LAW,209,LAW,209,Thu, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required",31201,1/14/2016,4/21/2016
LAW TX940 A1,Partn Tax 2,Jabar,2,Independent,0,75,LAW,101,LAW,101,Tue, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Prereqs: Fed. Income Tax 1&2, Intro to Partnership Tax",31201,1/12/2016,4/19/2016
LAW TX944 A1,Tx Int Prop 2,Darby,2,Independent,0,75,LAW,413,LAW,413,Thu, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Prereq: Internat'l Tax1 Recommended: Taxation of IP 1",31201,1/14/2016,4/14/2016
LAW TX950 A1,Tax Aspcts Char,Doyle,2,Independent,0,75,LAW,413,LAW,413,Tue, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required, Prereq: Federal Income Tax 1 & 2",31201,1/12/2016,4/19/2016
LAW TX951 A1,US Transfer Pri,Ainsworth,2,Independent,1,75,LAW,101,LAW,101,Wed, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required",,1/13/2016,4/13/2016
LAW TX953 A1,Inbound Taxaton,Stransky,2,Independent,0,75,LAW,212,LAW,212,Tue, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required, Prereq: International Tax 1",31201,1/12/2016,4/19/2016
LAW TX958 A1,Intl Estate Pl,Miller,2,Independent,0,75,,,,,Wed, 4:20pm, 6:10pm,"WebReg Restricted, Permission Required",,1/13/2016,4/13/2016
LAW TX977 A1,Elder LAW,Lutsky,2,Independent,0,75,LAW,209,LAW,209,Thu, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",,1/14/2016,4/14/2016
LAW TX978 A1,"Asc 740,Fin 48",Roshak,2,Independent,0,75,LAW,101,LAW,101,Mon, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",,1/11/2016,4/20/2016
LAW TX979 A1,Trns Pric & Tec,King,2,Independent,0,75,LAW,413,LAW,413,Wed, 6:20pm, 8:10pm,"WebReg Restricted, Permission Required",31201,1/13/2016,4/13/2016
LAW XB970 A1,Environ LAW,Staff,3,Independent,0,20,,,,,Arranged,,,,,3/8/2016,4/25/2016
LAW XB971 A1,Admin LAW,Staff,3,Independent,0,20,,,,,Arranged,,,,,1/12/2016,3/1/2016
LAW XB973 A1,Energy Reg LAW,Staff,3,Independent,0,20,,,,,Arranged,,,,,3/8/2016,4/25/2016
MET AD501 C1,Bus Comm Intl,Mendlinger,var,Independent,1,35,FLR,121,FLR,121,Wed, 9:00am,12:00pm,"WebReg Restricted, Permission Required",26210,1/20/2016,4/27/2016
MET AD510 F1,Math for Mgmt,Mendlinger,2,Independent,6,35,CAS,208,KCB,104,"Sat,Sun", 9:00am, 2:00pm,"WebReg Restricted, Meets on campus 1/23 & 1/24; 2/6 & 2/7",26210,1/23/2016,2/7/2016
,,,,,,,CAS,208,,,"Sat,Sun", 9:00am, 2:00pm,,,,
MET AD510 F2,Math for Mgmt,Mendlinger,2,Independent,2,35,CAS,208,KCB,104,"Sat,Sun", 9:00am, 2:00pm,"WebReg Restricted, Meets on campus 3/26 & 3/27; 4/9 & 4/10.",26210,3/26/2016,4/10/2016
,,,,,,,CAS,208,,,"Sat,Sun", 9:00am, 2:00pm,,,,
MET AD571 EL,Bus Analytics,Zlatev,4,Independent,0,20,FLR,265,,,Mon, 6:00pm, 9:00pm,Blended Course,26210,1/25/2016,4/25/2016
MET AD610 C1,Enter Risk Mgmt,Banasiewicz,4,Independent,15,35,PHO,205,PHO,205,Wed, 6:00pm, 9:00pm,,26210,1/20/2016,4/27/2016
MET AD630 B1,Fin & Mgr Accnt,Barskaya,4,Independent,9,35,CGS,525,CGS,525,Tue, 6:00pm, 9:00pm,,26210,1/19/2016,4/26/2016
MET AD632 A1,Finan Concepts,Mcgorty,4,Independent,22,35,COM,213,HAR,228,Mon, 6:00pm, 9:00pm,,26210,1/25/2016,4/25/2016
MET AD632 D1,Finan Concepts,Mcgue,4,Independent,8,35,COM,213,HAR,224,Thu, 6:00pm, 9:00pm,,26210,1/21/2016,4/28/2016
MET AD642 A1,Project Mangmt,Keegan,4,Independent,17,35,FLR,121,FLR,134,Mon,11:00am, 2:00pm,,26210,1/25/2016,4/25/2016
MET AD642 B1,Project Mangmt,Cipriano,4,Independent,21,35,CAS,203,CAS,203,Tue, 6:00pm, 9:00pm,,26210,1/19/2016,4/26/2016
MET AD642 D1,Project Mangmt,Keegan,4,Independent,5,35,FLR,121,FLR,121,Thu, 6:00pm, 9:00pm,,26210,1/21/2016,4/28/2016
MET AD643 C1,Proj Comm& Mgmt,Leybourne,4,Independent,17,35,KCB,104,SMG,240,Wed, 6:00pm, 9:00pm,Prereq: AD642,26210,1/20/2016,4/27/2016
MET AD644 D1,Proj Risk/Cost,Warburton,4,Independent,23,35,EPC,203,EPC,203,Thu, 6:00pm, 9:00pm,Prereq: AD642,26210,1/21/2016,4/28/2016
MET AD647 B1,Proj&Prog Gover,Greiman,4,Independent,8,35,HAR,212,HAR,228,Tue, 6:00pm, 9:00pm,Prereq: AD642,26210,1/19/2016,4/26/2016
MET AD648 EL,Ecommerce,Becker,4,Independent,23,35,FLR,123,FLR,123,Tue,11:00am, 2:00pm,Blended Course,26210,1/19/2016,4/26/2016
MET AD648 E2,Ecommerce,Shahossini,4,Independent,17,35,CAS,222,CAS,222,Mon, 6:00pm, 9:00pm,Blended Course,26210,1/25/2016,4/25/2016
MET AD648 E3,Ecommerce,Page,4,Independent,25,35,CAS,426,CAS,426,Wed, 6:00pm, 9:00pm,Blended Course,26210,1/20/2016,4/27/2016
MET AD650 X1,Econ Devel Tour,Mendlinger,4,Independent,32,35,,,FLR,123,Arranged,,,"WebReg Restricted, Permission Required, Meets in FLR 1/30, 1/31, & 4/16 10am-4pm. Mts in Tanzania 3/4-3/14.",26210,1/30/2016,4/16/2016
MET AD655 C1,Intl Bus Ec Cul,Lee,4,Independent,5,35,CAS,324,CAS,325,Wed, 6:00pm, 9:00pm,,26210,1/20/2016,4/27/2016
MET AD655 C2,Intl Bus Ec Cul,Lee,4,Independent,32,35,FLR,134,CAS,226,Wed,12:00pm, 3:00pm,,26210,1/20/2016,4/27/2016
MET AD660 A1,Db Scrty & Web,Kanabar,4,Independent,17,35,FLR,121,FLR,121,Mon, 6:00pm, 9:00pm,Prereq: AD648,26210,1/25/2016,4/25/2016
MET AD667 A1,Innov&Natl Econ,Rahman,4,Independent,2,35,CAS,315,CAS,315,Mon, 6:00pm, 9:00pm,,26210,1/25/2016,4/25/2016
MET AD670 B1,Mltmed Tls+app,Staff,4,Independent,12,35,CAS,208,CAS,208,Tue, 6:00pm, 9:00pm,Prereq: AD648,26210,1/19/2016,4/26/2016
MET AD680 D1,Glob Sply Chain,LaFlamme,4,Independent,22,35,CAS,222,HAR,228,Thu, 6:00pm, 9:00pm,,26210,1/21/2016,4/28/2016
MET AD712 A1,Fin Mark&Inst,Ahmed,4,Independent,35,35,CAS,214,CAS,201,Mon, 6:00pm, 9:00pm,"Prereqs: AD630 and AD731, Class Full",26210,1/25/2016,4/25/2016
MET AD713 C1,"Der,Sec & Mkts",Vodenska,4,Independent,10,35,HAR,316,HAR,315,Wed, 6:00pm, 9:00pm,Prereqs: AD630 and AD731,26210,1/20/2016,4/27/2016
MET AD714 B1,Mergers & Acq,Sullivan,4,Independent,14,35,CAS,324,CAS,324,Tue, 6:00pm, 9:00pm,Prereqs: AD630 and AD731,26210,1/19/2016,4/26/2016
MET AD715 EL,Quan&Qualdecmkg,Maltzman,4,Independent,27,35,FLR,ARR,FLR,ARR,Tue, 6:00pm, 9:00pm,Blended Course,26210,1/19/2016,4/26/2016
MET AD717 D1,Invanalportmgmt,Chee,4,Independent,35,35,KCB,104,KCB,104,Thu, 6:00pm, 9:00pm,"Prereqs: AD630 and AD731, Class Full",26210,1/21/2016,4/28/2016
MET AD717 D2,Invanalportmgmt,Holmes,4,Independent,2,35,STH,B22,,,Thu, 6:00pm, 9:00pm,Prereqs: AD630 and AD731,26210,1/21/2016,4/28/2016
MET AD731 A1,Corp Finance,Noorian,4,Independent,10,35,CAS,204A,CAS,203,Mon, 6:00pm, 9:00pm,Prereq: AD630,26210,1/25/2016,4/25/2016
MET AD737 EL,Innovt Mkt Tech,Appeltans,4,Independent,16,35,CGS,515,CGS,515,Wed, 6:00pm, 9:00pm,Prereq: AD648 Blended course,26210,1/20/2016,4/27/2016
MET AD740 A1,Pl/Oper New Ven,Leybourne,4,Independent,13,35,EPC,204,EPC,204,Mon, 6:00pm, 9:00pm,,26210,1/25/2016,4/25/2016
MET AD741 D1,Innovation Proc,Unger,4,Independent,12,35,SHA,202,SHA,202,Thu, 6:00pm, 9:00pm,,26210,1/21/2016,4/28/2016
MET AD741 D2,Innovation Proc,Unger,4,Independent,26,35,EPC,203,SHA,202,Thu,12:30pm, 3:30pm,,26210,1/21/2016,4/28/2016
MET AD746 D1,Buslaw&Reg Glob,Saradjian,4,Independent,18,35,FLR,123,FLR,123,Thu, 6:00pm, 9:00pm,,26210,1/21/2016,4/28/2016
MET AD747 C1,"Ser Qul,Del+pro",Billington,4,Independent,10,35,CAS,214,CAS,214,Wed, 6:00pm, 9:00pm,,26210,1/20/2016,4/27/2016
MET AD758 B1,Eco-Tourism,Mendlinger,4,Independent,13,35,CAS,201,CAS,213,Tue, 6:00pm, 9:00pm,,26210,1/19/2016,4/26/2016
MET AD760 C1,Going Interntl,Zlatev,4,Independent,14,35,FLR,ARR,FLR,ARR,Wed, 6:00pm, 9:00pm,,26210,1/20/2016,4/27/2016
MET AD763 C1,Multinat Financ,Visdomini,4,Independent,15,35,EPC,208,EPC,208,Wed, 6:00pm, 9:00pm,Prereqs: AD630 and AD731,26210,1/20/2016,4/27/2016
MET AD780 B1,Ethics in Mgmt,Halfond,4,Independent,5,35,HAR,210,HAR,220,Tue, 6:00pm, 9:00pm,,26210,1/19/2016,4/26/2016
MET AD855 EL,Strategic Advan,Leybourne,4,Independent,1,55,,,PHO,205,Arranged,,,"WebReg Restricted, Permission Required, Blended course. Mts in PHO 205 4/4-4/8 8am-6pm",26210,4/4/2016,4/8/2016
MET AH112 D1,Surv Wstrn Art,Richardson,4,Independent,2,35,CAS,428,CAS,428,Thu, 6:00pm, 9:00pm,,,1/21/2016,4/28/2016
MET AH216 B1,Basic Dig Photo,Haines,4,Independent,3,15,COM,B27,COM,B27,Tue, 6:00pm, 9:00pm,,26201,1/19/2016,4/26/2016
MET AH315 D1,Hist of Photo,Austin,4,Independent,1,35,CAS,315,CAS,315,Thu, 6:00pm, 9:00pm,,26201,1/21/2016,4/28/2016
MET AH370 C1,19th Cent Art,Richardson,4,Independent,0,35,CAS,428,CAS,428,Wed, 6:00pm, 9:00pm,,26201,1/20/2016,4/27/2016
MET AH517 B1,Sem: Art World,Maloney,4,Independent,0,5,EPC,206,EPC,209,Tue, 6:00pm, 9:00pm,"WebReg Restricted, Permission Required, See Arts Admin. Office at 808 Comm. Ave. Mts w/MET AR690",26201,1/19/2016,4/26/2016
MET AN101 B1,Intr Cult Anthr,Mustafa,4,Independent,2,25,CGS,515,CGS,515,Tue, 6:00pm, 9:00pm,,26201,1/19/2016,4/26/2016
MET AN102 C1,Human Biology,Mustafa,4,Independent,1,25,CGS,315,CGS,315,Wed, 6:00pm, 9:00pm,,,1/20/2016,4/27/2016
MET AN250 A1,Folklore & Fklf,Ferraiuolo,4,Independent,0,25,FLR,133,,,Mon, 6:00pm, 9:00pm,,,1/25/2016,4/25/2016
MET AN348 D1,Anth Globalizat,LaPorte,4,Independent,3,25,CAS,223,CAS,221,Thu, 6:00pm, 9:00pm,,26201,1/21/2016,4/28/2016
MET AR510 B1,Arts Leaders,Guillemin,4,Independent,5,5,CGS,121,CGS,527,Tue, 6:00pm, 9:00pm,"Arts Admin. students only. Mts w/CFA FA510, Class Full",26215,1/19/2016,4/26/2016
MET AR650 A1,Wrtng for Arts,Millis,4,Independent,Cancelled,Cancelled,,,CAS,214,Mon, 6:00pm, 9:00pm,,,1/25/2016,4/25/2016
MET AR690 B1,The Art World,Maloney,4,Independent,2,30,EPC,206,EPC,209,Tue, 6:00pm, 9:00pm,Mts w/MET AH517,26215,1/19/2016,4/26/2016
MET AR723 D1,Indiv Fundrais,Kierul,4,Independent,21,35,CAS,324,CAS,324,Thu, 6:00pm, 9:00pm,,26215,1/21/2016,4/28/2016
MET AR750 A1,Fncl Mngmnt N-P,Orlinoff,4,Independent,19,35,CAS,B06A,CAS,226,Mon, 6:00pm, 9:00pm,"Arts Admin. & Fundraising Management students only, or permission by instructor. See Arts Admin. Office at 808 Comm. Ave.",26215,1/25/2016,4/25/2016
MET AR771 C1,Mang Perf Arts,Maloney,4,Independent,17,35,CAS,226,CAS,226,Wed, 6:00pm, 9:00pm,Prereq MET AR690,26215,1/20/2016,4/27/2016
MET AR774 C1,Mang Visual Art,French,4,Independent,10,35,CAS,315,CAS,315,Wed, 6:00pm, 9:00pm,Prereq MET AR690,26215,1/20/2016,4/27/2016
MET AR778 B1,Lgl Iss Art Adm,Caruso,4,Independent,13,35,CAS,226,CAS,226,Tue, 6:00pm, 9:00pm,,26215,1/19/2016,4/26/2016
MET AR779 D1,Publ Art Pro Ad,Miller,4,Independent,5,20,CGS,113,CGS,111B,Thu, 6:00pm, 9:00pm,,26215,1/21/2016,4/28/2016
MET AR780 B1,Arts in Cuba,Aceti,4,Independent,0,16,,,,,Arranged,,,"WebReg Restricted, Permission Required, Arts Admin only Prereq: AR690",26215,1/22/2016,4/29/2016
MET AR787 A1,Arts in Barclna,Aceti,4,Independent,0,16,,,,,Arranged,,,"WebReg Restricted, Permission Required, Arts Admin. students only, or permission by instructor. Prereq: AR690.",26215,1/29/2016,4/1/2016
MET AR789 A1,Cultural Entrep,Grossman,4,Independent,7,35,CAS,B20,,,Mon, 6:00pm, 9:00pm,,,1/25/2016,4/25/2016
MET AR802 A1,Intern Arts 1,Maloney,2,Experience,12,20,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,"Arts Admin only 1/25, 3/28 4/25 Mts w/MET AR803",26215,1/25/2016,4/25/2016
,,,,,,,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,,,,
,,,,,,,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,,,,
MET AR803 A1,Intern Arts 2,Maloney,2,Experience,5,20,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,"WebReg Restricted, Prereq: 24 cr: including AR802 Arts Admin only 1/25, 3/28,4/25 Must have completed 24 cr Mts w/MET AR802",26215,1/25/2016,4/25/2016
,,,,,,,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,,,,
,,,,,,,FLR,123,FLR,123,Mon, 4:00pm, 6:00pm,,,,
MET AR804 D1,Adv Mg/Cons Art,Bailey,4,Independent,1,20,SHA,206,SHA,201,Thu, 6:00pm, 9:00pm,"WebReg Restricted, Permission Required, Arts Admin only Must have completed 24 credits.",26215,1/21/2016,4/28/2016
MET AS102 A1,The Astron Univ,Hudon,4,Independent,6,35,BRB,122,SCI,115,Mon, 6:00pm, 9:00pm,,26201,1/25/2016,4/25/2016
MET AT602 F1,Lab at Fin 2,Patashnick,3,Independent,0,23,FLR,ARR,FLR,ARR,Sat, 9:30am,12:30pm,"WebReg Restricted, Permission Required, Mts frst 11 wks of semester",26216,1/23/2016,4/16/2016
MET AT721 B1,Math Cmpd Int,Silverman,4,Independent,3,25,FLR,133,FLR,133,Tue, 6:00pm, 9:00pm,Prereq: MA225,26216,1/19/2016,4/26/2016
MET AT722 A1,Finance for at,Horwitz,4,Independent,23,25,FLR,133,FLR,122,"Mon,Wed", 3:30pm, 5:00pm,Prereq: AT721,26216,1/20/2016,4/27/2016
MET AT722 D1,Finance for at,Horwitz,4,Independent,2,20,SHA,201,SHA,206,Thu, 6:00pm, 9:00pm,Prereq: AT721,26216,1/21/2016,4/28/2016
MET AT731 A1,Acturl Math 1,Tepfer,4,Independent,33,50,HAR,315,HAR,304,Mon, 6:00pm, 9:00pm,Prereqs: MA581 and AT721,26216,1/25/2016,4/25/2016
MET AT742 B1,Acturl Stats 2,Tepfer,4,Independent,24,25,SHA,210,HAR,240,Tue, 6:00pm, 9:00pm,Prereq: MA582,,1/19/2016,4/26/2016
MET AT743 C1,Regr & Time Ser,Ginovyan,4,Independent,19,20,CAS,116,CAS,116,Wed, 6:00pm, 9:00pm,Prereq: MA582,26216,1/20/2016,4/27/2016
MET AT743 D1,Regr & Time Ser,Creegan,4,Independent,5,20,FLR,123,FLR,123,Thu, 2:00pm, 5:00pm,Prereq: MA582,26216,1/21/2016,4/28/2016
MET AT754 C1,Cslty Ins Prin,Patashnick,4,Independent,8,25,FLR,133,EPC,206,Wed, 6:00pm, 9:00pm,,26216,1/20/2016,4/27/2016
MET AT762 B1,Math Finance,Patashnick,4,Independent,11,20,FLR,123,HAR,210,Tue, 2:00pm, 5:00pm,Prereqs: MA581 and AT721,26216,1/19/2016,4/26/2016
MET AT762 D1,Math Finance,Wang,4,Independent,20,20,CAS,B20,FLR,122,Thu, 6:00pm, 9:00pm,"Prereqs: MA581 and AT721, Class Full",26216,1/21/2016,4/28/2016
MET BI106 A1,Human Anatomy,Pasino,4,Lecture,1,30,PRB,148,PRB,146,Mon, 6:00pm, 9:00pm,,26201,1/25/2016,4/25/2016
MET BI106 B4,Human Anatomy,Pasino,0,Lab,0,10,SCI,448,SCI,448,Tue, 6:00pm, 8:00pm,Mts w/CAS BI106 C4.,26201,1/19/2016,4/26/2016
MET BI106 D1,Human Anatomy,Pasino,0,Lab,1,20,SCI,448,SCI,448,Thu, 6:00pm, 8:00pm,,26201,1/21/2016,4/28/2016
MET BI107 B1,Biology 1,,0,Lab,0,0,,,,,,,,Class Full,,1/19/2016,4/29/2016
MET BI108 A1,Biology 2,Spilios,4,Lecture,1,24,PRB,146,PRB,148,Mon, 6:00pm, 9:00pm,,26201,1/25/2016,4/25/2016
MET BI108 C1,Biology 2,Spilios,0,Lab,1,24,SCI,309,SCI,309,Wed, 6:00pm, 9:00pm,,26201,1/20/2016,4/27/2016
MET BI206 B1,Genetics,Celenza,4,Lecture,4,35,BRB,122,BRB,121,"Tue,Thu", 6:00pm, 7:30pm,Prereq: BI108 or equivalent,26201,1/19/2016,4/28/2016
,,,,Discussion,,,BRB,122,BRB,121,Tue, 7:30pm, 8:30pm,,,,
MET BI303 B1,Ecology,Wasserman,4,Lecture,8,24,SCI,115,BRB,122,Tue, 6:00pm, 9:00pm,Prereq: BI107 or equivalent,26201,1/19/2016,4/26/2016
MET BI303 C1,Ecology,Wasserman,0,Lab,8,24,SCI,409,SCI,409,Wed, 6:00pm, 9:00pm,,26201,1/20/2016,4/27/2016
MET BI315 C1,Systems Physio,Staff,0,Lab,2,20,SCI,440,SCI,440,Wed, 6:00pm, 9:00pm,Permission required for non-MET students.,26201,1/20/2016,4/27/2016
MET BI315 D1,Systems Physio,Vyshedskiy,4,Lecture,2,20,PRB,146,PRB,146,Thu, 6:00pm, 9:00pm,Prereq: BI108 or equivalent,26201,1/21/2016,4/28/2016
MET CH101 A1,General Chem 1,Keyes,4,Lecture,2,13,LSE,B01,LSE,B01,"Tue,Thu", 5:00pm, 6:30pm,Prereq: 2 years HS algebra. Meets with CAS CH101 A1 & MET CH103 A1,26201,1/19/2016,4/28/2016
MET CH101 B2,General Chem 1,Golger,0,Discussion,2,13,PSY,B53,PSY,B53,Thu, 6:30pm, 7:30pm,Meets with CAS CH101 B2 & MET CH103 B2,26201,1/21/2016,4/28/2016
MET CH101 L3,General Chem 1,Golger,0,Lab,0,5,SCI,268D,SCI,268D,Fri, 5:00pm, 8:00pm,Mts w/ CAS CH101 L3,26201,1/22/2016,4/29/2016
MET CH101 L5,General Chem 1,Golger,0,Lab,2,8,SCI,268B,SCI,268B,Wed, 5:30pm, 8:30pm,Meets with CAS CH101 L5 & MET CH105 L5,26201,1/20/2016,4/27/2016
MET CH102 A3,General Chem 2,Dill,4,Lecture,1,8,SCI,109,SCI,109,"Tue,Thu", 5:00pm, 6:30pm,Meets with CAS CH102 A3 & MET CH104 A3 Exam rooms TBD Prereq: CH101 Mts w/CAS CH116,26201,1/19/2016,4/28/2016
,,,,,,,ARR,ARR,ARR,ARR,Mon, 5:00pm, 7:00pm,,,,
MET CH102 F4,General Chem 2,Bassina,0,Discussion,1,8,SCI,115,SCI,294,Thu, 6:30pm, 7:30pm,Meets with CAS CH102 F4 & MET CH104 F4 Prereq: CH101,26201,1/21/2016,4/28/2016
MET CH102 H1,General Chem 2,Golger,0,Pre-Lab,0,8,,,,,Arranged,,,Informal mtgs throughout semester. Prereq: CH101,26201,1/19/2016,4/29/2016
MET CH102 LJ,General Chem 2,Golger,0,Lab,1,8,SCI,268D,SCI,268D,Wed, 5:30pm, 8:30pm,Meets w/ CAS CH102 LJ & MET CH106 LJ Prereq: CH101,26201,1/20/2016,4/27/2016
MET CH103 A1,Gen Chem Lec,Keyes,3,Lecture,0,3,LSE,B01,LSE,B01,"Tue,Thu", 5:00pm, 6:30pm,Prereq: 2 yrs HS Algebra. Meets with CAS CH101 A1 & MET CH101 A1,26201,1/19/2016,4/28/2016
MET CH103 B2,Gen Chem Lec,Golger,0,Discussion,0,3,PSY,B53,PSY,B53,Thu, 6:30pm, 7:30pm,Meets with CAS CH101 B2 & MET CH101 B2,26201,1/21/2016,4/28/2016
MET CH104 A3,Gen Chem Lec 2,Dill,3,Lecture,0,3,SCI,109,SCI,109,"Tue,Thu", 5:00pm, 6:30pm,Prereq: CH101 or CH103 Meets with CAS CH102 A3 & MET CH102 A3 Exam rooms TBD Mts w/CAS CH116,26201,1/19/2016,4/28/2016
,,,,,,,ARR,ARR,ARR,ARR,Mon, 5:00pm, 7:00pm,,,,
MET CH104 F4,Gen Chem Lec 2,Bassina,0,Discussion,0,3,SCI,115,SCI,294,Thu, 6:30pm, 7:30pm,Meets with CAS CH102 F4 & MET CH102 F4 Prereq: CH101,26201,1/21/2016,4/28/2016
MET CH105 L5,Gen Chem Lab 1,Golger,1,Lab,0,2,SCI,268B,SCI,268B,Wed, 5:30pm, 8:30pm,Prereq: 2 yrs HS Algebra. Meets with CAS CH101 L5 & MET CH101 L5,26201,1/20/2016,4/27/2016
MET CH106 LJ,Gen Chem Lab 2,Golger,1,Lab,0,2,SCI,268D,SCI,268D,Wed, 5:30pm, 8:30pm,Mts w/ CAS/MET CH102 LJ,26201,1/20/2016,4/27/2016
MET CH172 A1,Prnc Org Biochm,Lamanna,4,Lecture,0,4,SCI,113,SCI,113,"Mon,Wed,Fri",10:00am,11:00am,Prereq: CH171 or CH101 & CH102 or equiv Meets with CAS CH172 A1 & MET CH174 A1,26201,1/20/2016,4/29/2016
MET CH172 B1,Prnc Org Biochm,Lamanna,0,Discussion,0,2,KCB,201,MCS,B21,Tue, 1:00pm, 2:00pm,Prereq: CH171 or equivalent Mts w/CAS CH172 & MET CH174 B1,26201,1/19/2016,4/26/2016
MET CH172 B5,Prnc Org Biochm,Lamanna,0,Discussion,0,2,PSY,B50,PSY,B45,Thu, 2:00pm, 3:00pm,Meets with CAS CH172 B5 & MET CH174 B5,26201,1/21/2016,4/28/2016
MET CH172 C3,Prnc Org Biochm,Rubio,0,Lab,0,4,SCI,160,SCI,160,Fri,11:00am, 2:00pm,Meets w/ CAS CH172 C3 & CAS CH174 C3 & MET CH176 C3,26201,1/22/2016,4/29/2016
MET CH172 D1,Prnc Org Biochm,Rubio,0,Pre-Lab,0,4,SCI,109,SCI,109,Mon, 3:00pm, 4:00pm,Meets w/ CAS CH172 D1 & CAS CH174 D1 & MET CH176 D1,26201,1/25/2016,4/25/2016
MET CH174 A1,Prnc Org Biochm,Lamanna,3,Lecture,0,2,SCI,113,SCI,113,"Mon,Wed,Fri",10:00am,11:00am,Prereq: CH171 O or CH101 & CH102 or equiv Meets with CAS CH172 A1& MET CH172 A1,26201,1/20/2016,4/29/2016
MET CH174 B1,Prnc Org Biochm,Lamanna,0,Discussion,0,1,KCB,201,MCS,B21,Tue, 1:00pm, 2:00pm,Prereq: CH171 or equivalent Mts w/CAS CH172 & MET CH172 B1,26201,1/19/2016,4/26/2016
MET CH174 B5,Prnc Org Biochm,Lamanna,0,Discussion,0,1,PSY,B50,PSY,B45,Thu, 2:00pm, 3:00pm,Meets with CAS CH172 B5 & MET CH172 B5,26201,1/21/2016,4/28/2016
MET CH176 A1,Prince Org Chem,Rubio,4,Lecture,0,2,PSY,B33,KCB,107,"Mon,Wed,Fri",10:00am,11:00am,Meets with CAS CH174 A1 Prereq: CH171 or CH101 & CH102 or equiv,26201,1/20/2016,4/29/2016
MET CH176 B1,Prince Org Chem,Rubio,0,Discussion,0,2,BRB,121,BRB,121,Tue, 5:30pm, 6:30pm,Meets with CAS CH174 B1,26201,1/19/2016,4/26/2016
MET CH176 C3,Prince Org Chem,Rubio,0,Lab,0,1,SCI,160,SCI,160,Fri,11:00am, 2:00pm,Meets w/ CAS CH172 C3 & CAS CH174 C3 & MET CH172 C3,26201,1/22/2016,4/29/2016
MET CH176 C9,Prince Org Chem,Rubio,0,Lab,0,1,SCI,160,SCI,160,Fri, 2:00pm, 5:00pm,Mts w/CAS CH172 & CH174 C9.,26201,1/22/2016,4/29/2016
MET CH176 D1,Prince Org Chem,Rubio,0,Pre-Lab,0,2,SCI,109,SCI,109,Mon, 3:00pm, 4:00pm,Meets w/ CAS CH172 D1 & CAS CH174 D1 & MET CH172 D1,26201,1/25/2016,4/25/2016
MET CH204 CA,Organic Chem 2,Beeler,4,Lecture,0,15,STO,B50,STO,B50,"Tue,Thu", 5:00pm, 6:30pm,"Mts w/CAS CH204 S1,CA,CAS CH214 CA,MET CH206 CA Prereq: CH 203 or equiv.",26201,1/19/2016,4/28/2016
MET CH204 C2,Organic Chem 2,Beeler,0,Discussion,0,15,CAS,221,CAS,228,Tue, 6:30pm, 7:30pm,Meets w/ CAS CH204 C2 & MET CH206 C2,26201,1/19/2016,4/26/2016
MET CH204 D1,Organic Chem 2,Loy,0,Pre-Lab,0,15,SCI,109,SCI,109,Wed, 5:00pm, 6:00pm,Mts w/CAS CH204,26201,1/20/2016,4/27/2016
MET CH204 E4,Organic Chem 2,Loy,0,Lab,0,15,SCI,348,SCI,348,Wed, 6:00pm, 9:30pm,CAS CH204 E4 & MET CH208 E4,26201,1/20/2016,4/27/2016
MET CH206 CA,Organc Ch 2 Lec,Beeler,3,Lecture,0,5,STO,B50,STO,B50,"Tue,Thu", 5:00pm, 6:30pm,"Mts w/CAS CH204 S1,CA,CAS CH214 CA,MET CH204 CA Prereq CH205 or equiv Mts w/MET CH204",26201,1/19/2016,4/28/2016
MET CH206 C2,Organc Ch 2 Lec,Beeler,0,Discussion,0,5,CAS,221,CAS,228,Tue, 6:30pm, 7:30pm,Meets w/ CAS CH204 C2 & MET CH204 C2,26201,1/19/2016,4/26/2016
MET CH208 E4,Organic CH2 Lb,Loy,1,Lab,0,5,SCI,348,SCI,348,Wed, 6:00pm, 9:30pm,Mts w/CAS CH204 CAS/MET CH204E4 on W 6-9:30pm CAS/MET CH204D1 on W 5-6pm,26201,1/20/2016,4/27/2016
,,,,,,,SCI,109,SCI,109,Wed, 5:00pm, 6:00pm,,,,
MET CH422 A1,Biochemistry 2,Kornberg,4,Lecture,0,2,SCI,113,SCI,113,"Mon,Wed,Fri", 9:00am,10:00am,Meets with CAS BI/CH422 & GRS BI/CH622 A1,26201,1/20/2016,4/29/2016
,,,,Lab,,,SCI,162,SCI,162,Wed, 3:00pm, 7:00pm,,,,
